Plot	Year	Ordinal_date_of_snowmelt	Ordinal_date_of_flower	Days_snowmelt_to_flowering	Accumulated_growing_degree_days	Daylength	Species
RM4	2005	137.554	158	20.446	55.7678507	14.8197222	Mertensia_fusiformis
RM5	2005	137.554	166	28.446	76.36462104	14.8855556	Mertensia_fusiformis
RM6	2005	137.554	150	12.446	38.73823563	14.6966667	Mertensia_fusiformis
RM7	2005	137.554	142	4.446	14.11828112	14.5225	Mertensia_fusiformis
RM1	2006	121.195	138	16.805	35.38631097	14.4119444	Mertensia_fusiformis
RM2	2006	121.195	134	12.805	17.93233299	14.2975	Mertensia_fusiformis
RM3	2006	121.195	140	18.805	46.18970997	14.4655556	Mertensia_fusiformis
RM4	2006	121.195	144	22.805	62.39220749	14.5647222	Mertensia_fusiformis
RM5	2006	121.195	142	20.805	55.48647967	14.5166667	Mertensia_fusiformis
RM6	2006	121.195	136	14.805	25.18571115	14.3558333	Mertensia_fusiformis
RM7	2006	121.195	132	10.805	10.43078302	14.2369444	Mertensia_fusiformis
RM1	2007	108.3415	132	23.6585	32.30156088	14.2294444	Mertensia_fusiformis
RM2	2007	108.3415	120	11.6585	10.23205981	13.8247222	Mertensia_fusiformis
RM3	2007	108.3415	136	27.6585	47.40343751	14.3488889	Mertensia_fusiformis
RM4	2007	108.3415	138	29.6585	55.68197195	14.4052778	Mertensia_fusiformis
RM5	2007	108.3415	138	29.6585	55.68197195	14.4052778	Mertensia_fusiformis
RM6	2007	108.3415	128	19.6585	17.60224758	14.1013889	Mertensia_fusiformis
RM7	2007	108.3415	116	7.6585	0.891356368	13.6777778	Mertensia_fusiformis
RM1	2008	145.7335	164	18.2665	36.7291409	14.8697222	Mertensia_fusiformis
RM2	2008	145.7335	152	6.2665	9.809095623	14.72	Mertensia_fusiformis
RM3	2008	145.7335	160	14.2665	28.1490618	14.8341667	Mertensia_fusiformis
RM4	2008	145.7335	168	22.2665	58.67611075	14.8905556	Mertensia_fusiformis
RM5	2008	145.7335	164	18.2665	36.7291409	14.8697222	Mertensia_fusiformis
RM6	2008	145.7335	152	6.2665	9.809095623	14.72	Mertensia_fusiformis
RM7	2008	145.7335	148	2.2665	2.603652152	14.6427778	Mertensia_fusiformis
RM1	2009	120.0265	141	20.9735	45.17723832	14.4983333	Mertensia_fusiformis
RM2	2009	120.0265	133	12.9735	18.78795457	14.2758333	Mertensia_fusiformis
RM3	2009	120.0265	139	18.9735	39.58061019	14.4463889	Mertensia_fusiformis
RM4	2009	120.0265	156	35.9735	87.90687897	14.7944444	Mertensia_fusiformis
RM5	2009	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2009	120.0265	133	12.9735	18.78795457	14.2758333	Mertensia_fusiformis
RM7	2009	120.0265	133	12.9735	18.78795457	14.2758333	Mertensia_fusiformis
RM1	2010	121.195	147	25.805	24.60817068	14.6325	Mertensia_fusiformis
RM2	2010	121.195	137	15.805	5.367839885	14.385	Mertensia_fusiformis
RM3	2010	121.195	147	25.805	24.60817068	14.6325	Mertensia_fusiformis
RM4	2010	121.195	151	29.805	36.70589315	14.7111111	Mertensia_fusiformis
RM5	2010	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2010	121.195	143	21.805	15.37673185	14.5416667	Mertensia_fusiformis
RM7	2010	121.195	137	15.805	5.367839885	14.385	Mertensia_fusiformis
RM1	2011	151.576	165	13.424	44.0915698	14.8777778	Mertensia_fusiformis
RM2	2011	151.576	159	7.424	27.01582885	14.8261111	Mertensia_fusiformis
RM3	2011	151.576	163	11.424	38.11402486	14.8644444	Mertensia_fusiformis
RM4	2011	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2011	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2011	151.576	157	5.424	21.23279771	14.8016667	Mertensia_fusiformis
RM7	2011	151.576	155	3.424	12.69987266	14.7733333	Mertensia_fusiformis
RM1	2012	100.162	123	22.838	22.84343602	13.9241667	Mertensia_fusiformis
RM2	2012	100.162	117	16.838	20.27963833	13.7072222	Mertensia_fusiformis
RM3	2012	100.162	127	26.838	32.45844659	14.0613889	Mertensia_fusiformis
RM4	2012	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2012	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2012	100.162	121	20.838	21.04644446	13.8533333	Mertensia_fusiformis
RM7	2012	100.162	117	16.838	20.27963833	13.7072222	Mertensia_fusiformis
RM1	2013	124.7005	144	19.2995	30.9371951	14.5719444	Mertensia_fusiformis
RM2	2013	124.7005	140	15.2995	20.84217054	14.4733333	Mertensia_fusiformis
RM3	2013	124.7005	146	21.2995	38.02422294	14.6169444	Mertensia_fusiformis
RM4	2013	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2013	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2013	124.7005	142	17.2995	23.6660748	14.5241667	Mertensia_fusiformis
RM7	2013	124.7005	135	10.2995	14.1344037	14.3358333	Mertensia_fusiformis
RM1	2014	137.554	154	16.446	43.70178979	14.7622222	Mertensia_fusiformis
RM2	2014	137.554	148	10.446	24.35206256	14.6538889	Mertensia_fusiformis
RM3	2014	137.554	156	18.446	51.05020238	14.7913889	Mertensia_fusiformis
RM4	2014	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2014	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2014	137.554	150	12.446	29.68781505	14.6933333	Mertensia_fusiformis
RM7	2014	137.554	144	6.446	14.03320762	14.5663889	Mertensia_fusiformis
RM1	2015	115.3525	134	18.6475	14.71270718	14.2919444	Mertensia_fusiformis
RM2	2015	115.3525	120	4.6475	4.970047761	13.8269444	Mertensia_fusiformis
RM3	2015	115.3525	144	28.6475	17.07729857	14.5605556	Mertensia_fusiformis
RM4	2015	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2015	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2015	115.3525	130	14.6475	11.53051815	14.1686111	Mertensia_fusiformis
RM7	2015	115.3525	120	4.6475	4.970047761	13.8269444	Mertensia_fusiformis
RM1	2016	129.3745	136	6.6255	6.669423294	14.3436111	Mertensia_fusiformis
RM2	2016	129.3745	138	8.6255	6.802832324	14.4002778	Mertensia_fusiformis
RM3	2016	129.3745	152	22.6255	31.90870898	14.7208333	Mertensia_fusiformis
RM4	2016	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM5	2016	NA	NA	NA	NA	NA	Mertensia_fusiformis
RM6	2016	129.3745	146	16.6255	21.68863176	14.6008333	Mertensia_fusiformis
RM7	2016	129.3745	136	6.6255	6.669423294	14.3436111	Mertensia_fusiformis
RM1	1973	138.7225	176	37.2775	93.51286223	14.8847222	Lathyrus_leucanthus
RM2	1973	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1973	138.7225	180	41.2775	116.7853445	14.8583333	Lathyrus_leucanthus
RM4	1973	138.7225	178	39.2775	105.15257	14.8736111	Lathyrus_leucanthus
RM7	1973	138.7225	173	34.2775	79.62997712	14.895	Lathyrus_leucanthus
RM1	1974	127.0375	167	39.9625	89.95329907	14.8883333	Lathyrus_leucanthus
RM2	1974	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1974	127.0375	167	39.9625	89.95329907	14.8883333	Lathyrus_leucanthus
RM4	1974	127.0375	167	39.9625	89.95329907	14.8883333	Lathyrus_leucanthus
RM7	1974	127.0375	167	39.9625	89.95329907	14.8883333	Lathyrus_leucanthus
RM1	1975	150.4075	186	35.5925	91.36954093	14.7977778	Lathyrus_leucanthus
RM2	1975	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1975	150.4075	186	35.5925	91.36954093	14.7977778	Lathyrus_leucanthus
RM4	1975	150.4075	186	35.5925	91.36954093	14.7977778	Lathyrus_leucanthus
RM7	1975	150.4075	181	30.5925	70.60435388	14.8538889	Lathyrus_leucanthus
RM1	1976	125.869	161	35.131	71.19988837	14.8422222	Lathyrus_leucanthus
RM2	1976	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1976	125.869	175	49.131	107.9295762	14.8916667	Lathyrus_leucanthus
RM4	1976	125.869	172	46.131	96.9925235	14.8966667	Lathyrus_leucanthus
RM7	1976	125.869	161	35.131	71.19988837	14.8422222	Lathyrus_leucanthus
RM1	1977	102.499	162	59.501	301.0539951	14.8586111	Lathyrus_leucanthus
RM2	1977	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1977	102.499	160	57.501	291.2302502	14.84	Lathyrus_leucanthus
RM4	1977	102.499	160	57.501	291.2302502	14.84	Lathyrus_leucanthus
RM7	1977	102.499	158	55.501	279.5075743	14.8175	Lathyrus_leucanthus
RM1	1979	144.565	180	35.435	103.2187622	14.8619444	Lathyrus_leucanthus
RM2	1979	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1979	144.565	186	41.435	125.5018791	14.7969444	Lathyrus_leucanthus
RM4	1979	144.565	186	41.435	125.5018791	14.7969444	Lathyrus_leucanthus
RM7	1979	144.565	182	37.435	110.1063301	14.8438889	Lathyrus_leucanthus
RM1	1980	152.7445	180	27.2555	98.18640066	14.8638889	Lathyrus_leucanthus
RM2	1980	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1980	152.7445	180	27.2555	98.18640066	14.8638889	Lathyrus_leucanthus
RM4	1980	152.7445	178	25.2555	88.63548389	14.8777778	Lathyrus_leucanthus
RM7	1980	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM1	1981	106.0045	163	56.9955	99.05697894	14.8666667	Lathyrus_leucanthus
RM2	1981	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1981	106.0045	161	54.9955	89.20843367	14.85	Lathyrus_leucanthus
RM4	1981	106.0045	163	56.9955	99.05697894	14.8666667	Lathyrus_leucanthus
RM7	1981	106.0045	163	56.9955	99.05697894	14.8666667	Lathyrus_leucanthus
RM1	1982	144.565	177	32.435	85.75484098	14.8805556	Lathyrus_leucanthus
RM2	1982	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1982	144.565	175	30.435	77.32767701	14.8894444	Lathyrus_leucanthus
RM4	1982	144.565	177	32.435	85.75484098	14.8805556	Lathyrus_leucanthus
RM7	1982	144.565	177	32.435	85.75484098	14.8805556	Lathyrus_leucanthus
RM1	1983	153.913	184	30.087	98.58596525	14.8219444	Lathyrus_leucanthus
RM2	1983	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1983	153.913	184	30.087	98.58596525	14.8219444	Lathyrus_leucanthus
RM4	1983	153.913	186	32.087	109.2900903	14.7963889	Lathyrus_leucanthus
RM7	1983	153.913	186	32.087	109.2900903	14.7963889	Lathyrus_leucanthus
RM1	1984	149.239	185	35.761	115.9876595	14.8127778	Lathyrus_leucanthus
RM2	1984	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1984	149.239	185	35.761	115.9876595	14.8127778	Lathyrus_leucanthus
RM4	1984	149.239	185	35.761	115.9876595	14.8127778	Lathyrus_leucanthus
RM7	1984	149.239	179	29.761	87.39691271	14.8711111	Lathyrus_leucanthus
RM1	1985	136.3855	170	33.6145	102.6362137	14.8961111	Lathyrus_leucanthus
RM2	1985	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1985	136.3855	168	31.6145	94.00777865	14.8927778	Lathyrus_leucanthus
RM4	1985	136.3855	170	33.6145	102.6362137	14.8961111	Lathyrus_leucanthus
RM7	1985	136.3855	166	29.6145	84.65607865	14.8852778	Lathyrus_leucanthus
RM1	1986	141.0595	167	25.9405	78.72826555	14.8883333	Lathyrus_leucanthus
RM2	1986	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1986	141.0595	173	31.9405	105.6473876	14.895	Lathyrus_leucanthus
RM4	1986	141.0595	173	31.9405	105.6473876	14.895	Lathyrus_leucanthus
RM7	1986	141.0595	159	17.9405	52.31143017	14.8269444	Lathyrus_leucanthus
RM1	1987	121.195	165	43.805	91.74834974	14.8772222	Lathyrus_leucanthus
RM2	1987	121.195	165	43.805	91.74834974	14.8772222	Lathyrus_leucanthus
RM3	1987	121.195	169	47.805	107.9022864	14.8938889	Lathyrus_leucanthus
RM4	1987	121.195	167	45.805	99.43374978	14.8875	Lathyrus_leucanthus
RM7	1987	121.195	163	41.805	82.02799284	14.8633333	Lathyrus_leucanthus
RM1	1988	125.869	162	36.131	90.90976217	14.8527778	Lathyrus_leucanthus
RM2	1988	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1988	125.869	162	36.131	90.90976217	14.8527778	Lathyrus_leucanthus
RM4	1988	125.869	168	42.131	110.5947208	14.8905556	Lathyrus_leucanthus
RM7	1988	125.869	158	32.131	71.38005909	14.8091667	Lathyrus_leucanthus
RM1	1989	121.195	158	36.805	79.75942164	14.8186111	Lathyrus_leucanthus
RM2	1989	121.195	167	45.805	107.8442917	14.8894444	Lathyrus_leucanthus
RM3	1989	121.195	161	39.805	86.97408273	14.8505556	Lathyrus_leucanthus
RM4	1989	121.195	165	43.805	97.73652978	14.8802778	Lathyrus_leucanthus
RM7	1989	121.195	155	33.805	70.92433205	14.7783333	Lathyrus_leucanthus
RM1	1991	132.88	173	40.12	100.7673388	14.8952778	Lathyrus_leucanthus
RM2	1991	132.88	175	42.12	108.5413905	14.89	Lathyrus_leucanthus
RM3	1991	132.88	175	42.12	108.5413905	14.89	Lathyrus_leucanthus
RM4	1991	132.88	175	42.12	108.5413905	14.89	Lathyrus_leucanthus
RM7	1991	132.88	171	38.12	92.84741595	14.8963889	Lathyrus_leucanthus
RM1	1992	111.847	147	35.153	67.65428643	14.6188889	Lathyrus_leucanthus
RM2	1992	111.847	171	59.153	118.1310071	14.8963889	Lathyrus_leucanthus
RM3	1992	111.847	167	55.153	108.8710898	14.8866667	Lathyrus_leucanthus
RM4	1992	111.847	165	53.153	101.3811358	14.8758333	Lathyrus_leucanthus
RM7	1992	111.847	147	35.153	67.65428643	14.6188889	Lathyrus_leucanthus
RM1	1993	149.239	182	32.761	105.4991862	14.8375	Lathyrus_leucanthus
RM2	1993	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1993	149.239	178	28.761	85.56110183	14.8719444	Lathyrus_leucanthus
RM4	1993	149.239	180	30.761	96.19362954	14.8563889	Lathyrus_leucanthus
RM7	1993	149.239	176	26.761	76.70907246	14.8836111	Lathyrus_leucanthus
RM1	1994	130.543	163	32.457	90.19133322	14.8655556	Lathyrus_leucanthus
RM2	1994	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1994	130.543	163	32.457	90.19133322	14.8655556	Lathyrus_leucanthus
RM4	1994	130.543	161	30.457	82.17806422	14.8483333	Lathyrus_leucanthus
RM7	1994	130.543	157	26.457	69.46725627	14.8030556	Lathyrus_leucanthus
RM1	1995	165.598	193	27.402	95.20927265	14.6794444	Lathyrus_leucanthus
RM2	1995	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1995	165.598	197	31.402	111.8193668	14.5961111	Lathyrus_leucanthus
RM4	1995	165.598	199	33.402	120.6961209	14.5497222	Lathyrus_leucanthus
RM7	1995	165.598	193	27.402	95.20927265	14.6794444	Lathyrus_leucanthus
RM1	1996	131.7115	172	40.2885	124.5686904	14.8963889	Lathyrus_leucanthus
RM2	1996	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1996	131.7115	172	40.2885	124.5686904	14.8963889	Lathyrus_leucanthus
RM4	1996	131.7115	174	42.2885	132.4694969	14.8936111	Lathyrus_leucanthus
RM7	1996	131.7115	164	32.2885	95.78177182	14.8691667	Lathyrus_leucanthus
RM1	1997	144.565	174	29.435	82.76164467	14.8916667	Lathyrus_leucanthus
RM2	1997	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1997	144.565	176	31.435	91.44775373	14.8836111	Lathyrus_leucanthus
RM4	1997	144.565	176	31.435	91.44775373	14.8836111	Lathyrus_leucanthus
RM7	1997	144.565	162	17.435	42.17043986	14.8597222	Lathyrus_leucanthus
RM1	1998	130.543	169	38.457	74.85964878	14.8944444	Lathyrus_leucanthus
RM2	1998	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1998	130.543	167	36.457	71.90743626	14.8886111	Lathyrus_leucanthus
RM4	1998	130.543	171	40.457	79.93807766	14.8963889	Lathyrus_leucanthus
RM7	1998	130.543	152	21.457	44.23127607	14.7272222	Lathyrus_leucanthus
RM1	1999	136.3855	179	42.6145	121.3783567	14.8680556	Lathyrus_leucanthus
RM2	1999	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	1999	136.3855	179	42.6145	121.3783567	14.8680556	Lathyrus_leucanthus
RM4	1999	136.3855	179	42.6145	121.3783567	14.8680556	Lathyrus_leucanthus
RM7	1999	136.3855	164	27.6145	66.71084492	14.8713889	Lathyrus_leucanthus
RM1	2000	120.0265	156	35.9735	94.98712543	14.7833333	Lathyrus_leucanthus
RM2	2000	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2000	120.0265	158	37.9735	104.232557	14.81	Lathyrus_leucanthus
RM4	2000	120.0265	158	37.9735	104.232557	14.81	Lathyrus_leucanthus
RM7	2000	120.0265	156	35.9735	94.98712543	14.7833333	Lathyrus_leucanthus
RM1	2001	123.532	159	35.468	83.10948434	14.8308333	Lathyrus_leucanthus
RM2	2001	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2001	123.532	159	35.468	83.10948434	14.8308333	Lathyrus_leucanthus
RM4	2001	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM7	2001	123.532	151	27.468	56.3207606	14.7147222	Lathyrus_leucanthus
RM1	2002	101.3305	152	50.6695	76.27351436	14.7277778	Lathyrus_leucanthus
RM2	2002	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2002	101.3305	154	52.6695	86.49635326	14.7608333	Lathyrus_leucanthus
RM4	2002	101.3305	152	50.6695	76.27351436	14.7277778	Lathyrus_leucanthus
RM7	2002	101.3305	150	48.6695	64.14146134	14.6916667	Lathyrus_leucanthus
RM1	2003	132.88	158	25.12	81.91956241	14.8136111	Lathyrus_leucanthus
RM2	2003	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2003	132.88	162	29.12	92.72411748	14.8558333	Lathyrus_leucanthus
RM4	2003	132.88	166	33.12	105.3545505	14.8833333	Lathyrus_leucanthus
RM7	2003	132.88	154	21.12	72.33948078	14.7569444	Lathyrus_leucanthus
RM1	2004	117.6895	156	38.3105	94.66174016	14.7836111	Lathyrus_leucanthus
RM2	2004	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2004	117.6895	160	42.3105	122.8192618	14.8338889	Lathyrus_leucanthus
RM4	2004	117.6895	164	46.3105	137.376173	14.8697222	Lathyrus_leucanthus
RM7	2004	117.6895	145	27.3105	54.99195561	14.5761111	Lathyrus_leucanthus
RM1	2005	137.554	174	36.446	131.2821104	14.8911111	Lathyrus_leucanthus
RM2	2005	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2005	137.554	174	36.446	131.2821104	14.8911111	Lathyrus_leucanthus
RM4	2005	137.554	174	36.446	131.2821104	14.8911111	Lathyrus_leucanthus
RM7	2005	137.554	166	28.446	76.36462104	14.8855556	Lathyrus_leucanthus
RM1	2006	121.195	158	36.805	137.6337687	14.8166667	Lathyrus_leucanthus
RM2	2006	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2006	121.195	156	34.805	121.1456547	14.7908333	Lathyrus_leucanthus
RM4	2006	121.195	158	36.805	137.6337687	14.8166667	Lathyrus_leucanthus
RM7	2006	121.195	152	30.805	93.67805706	14.7286111	Lathyrus_leucanthus
RM1	2007	108.3415	157	48.6585	114.9166153	14.8011111	Lathyrus_leucanthus
RM2	2007	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2007	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM4	2007	108.3415	168	59.6585	166.9400263	14.8913889	Lathyrus_leucanthus
RM7	2007	108.3415	155	46.6585	110.1076599	14.7730556	Lathyrus_leucanthus
RM1	2008	145.7335	188	42.2665	202.9873732	14.7680556	Lathyrus_leucanthus
RM2	2008	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2008	145.7335	180	34.2665	142.3450442	14.8616667	Lathyrus_leucanthus
RM4	2008	145.7335	180	34.2665	142.3450442	14.8616667	Lathyrus_leucanthus
RM7	2008	145.7335	172	26.2665	87.00493717	14.8961111	Lathyrus_leucanthus
RM1	2009	120.0265	176	55.9735	160.9997263	14.8827778	Lathyrus_leucanthus
RM2	2009	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2009	120.0265	176	55.9735	160.9997263	14.8827778	Lathyrus_leucanthus
RM4	2009	120.0265	176	55.9735	160.9997263	14.8827778	Lathyrus_leucanthus
RM7	2009	120.0265	164	43.9735	104.9110272	14.875	Lathyrus_leucanthus
RM1	2010	121.195	163	41.805	90.48821529	14.8663889	Lathyrus_leucanthus
RM2	2010	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2010	121.195	161	39.805	84.67976678	14.8494444	Lathyrus_leucanthus
RM4	2010	121.195	168	46.805	99.88761716	14.8922222	Lathyrus_leucanthus
RM7	2010	121.195	174	52.805	126.725922	14.8916667	Lathyrus_leucanthus
RM1	2011	151.576	180	28.424	102.7355874	14.8591667	Lathyrus_leucanthus
RM2	2011	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2011	151.576	184	32.424	123.4270362	14.8183333	Lathyrus_leucanthus
RM4	2011	151.576	180	28.424	102.7355874	14.8591667	Lathyrus_leucanthus
RM7	2011	151.576	172	20.424	61.10677498	14.8958333	Lathyrus_leucanthus
RM1	2012	100.162	144	43.838	68.10944563	14.5541667	Lathyrus_leucanthus
RM2	2012	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2012	100.162	148	47.838	75.36427063	14.6436111	Lathyrus_leucanthus
RM4	2012	100.162	154	53.838	94.5282248	14.7541667	Lathyrus_leucanthus
RM7	2012	100.162	154	53.838	94.5282248	14.7541667	Lathyrus_leucanthus
RM1	2013	124.7005	162	37.2995	99.74005419	14.8605556	Lathyrus_leucanthus
RM2	2013	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2013	124.7005	164	39.2995	112.5225764	14.875	Lathyrus_leucanthus
RM4	2013	124.7005	162	37.2995	99.74005419	14.8605556	Lathyrus_leucanthus
RM7	2013	124.7005	158	33.2995	74.70640056	14.8202778	Lathyrus_leucanthus
RM1	2014	137.554	172	34.446	99.59234388	14.8955556	Lathyrus_leucanthus
RM2	2014	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2014	137.554	170	32.446	91.44735659	14.8955556	Lathyrus_leucanthus
RM4	2014	137.554	176	38.446	117.2304771	14.8836111	Lathyrus_leucanthus
RM7	2014	137.554	166	28.446	80.09370127	14.8847222	Lathyrus_leucanthus
RM1	2015	115.3525	170	54.6475	94.48438139	14.8955556	Lathyrus_leucanthus
RM2	2015	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2015	115.3525	172	56.6475	107.1373216	14.8955556	Lathyrus_leucanthus
RM4	2015	115.3525	168	52.6475	82.92714062	14.8913889	Lathyrus_leucanthus
RM7	2015	115.3525	162	46.6475	59.15948475	14.8563889	Lathyrus_leucanthus
RM1	2016	129.3745	160	30.6255	69.08689267	14.8347222	Lathyrus_leucanthus
RM2	2016	NA	NA	NA	NA	NA	Lathyrus_leucanthus
RM3	2016	129.3745	172	42.6255	130.8867977	14.8961111	Lathyrus_leucanthus
RM4	2016	129.3745	166	36.6255	94.30369696	14.8822222	Lathyrus_leucanthus
RM7	2016	129.3745	158	28.6255	59.93927757	14.8113889	Lathyrus_leucanthus
RM2	1973	138.7225	186	47.2775	152.3046683	14.7911111	Vicia_americana
RM3	1973	138.7225	198	59.2775	211.5543644	14.5663889	Vicia_americana
RM6	1973	138.7225	192	53.2775	187.8660408	14.6927778	Vicia_americana
RM2	1974	127.0375	175	47.9625	129.9014411	14.89	Vicia_americana
RM3	1974	127.0375	179	51.9625	152.2771217	14.8680556	Vicia_americana
RM6	1974	127.0375	181	53.9625	162.5347568	14.8513889	Vicia_americana
RM2	1975	150.4075	191	40.5925	111.2707715	14.72	Vicia_americana
RM3	1975	150.4075	198	47.5925	133.1523258	14.5775	Vicia_americana
RM6	1975	150.4075	198	47.5925	133.1523258	14.5775	Vicia_americana
RM2	1977	102.499	172	69.501	352.7470993	14.8963889	Vicia_americana
RM3	1977	102.499	177	74.501	373.6692256	14.8794444	Vicia_americana
RM6	1977	NA	NA	NA	NA	NA	Vicia_americana
RM2	1979	144.565	192	47.435	146.9287667	14.7011111	Vicia_americana
RM3	1979	NA	NA	NA	NA	NA	Vicia_americana
RM6	1979	NA	NA	NA	NA	NA	Vicia_americana
RM2	1980	NA	NA	NA	NA	NA	Vicia_americana
RM3	1980	152.7445	190	37.2555	143.7802412	14.7402778	Vicia_americana
RM6	1980	NA	NA	NA	NA	NA	Vicia_americana
RM2	1981	NA	NA	NA	NA	NA	Vicia_americana
RM3	1981	106.0045	173	66.9955	132.9231733	14.8947222	Vicia_americana
RM6	1981	NA	NA	NA	NA	NA	Vicia_americana
RM2	1982	144.565	188	43.435	132.1036624	14.7641667	Vicia_americana
RM3	1982	144.565	195	50.435	162.8490959	14.6366667	Vicia_americana
RM6	1982	NA	NA	NA	NA	NA	Vicia_americana
RM2	1983	153.913	195	41.087	157.6720194	14.6413889	Vicia_americana
RM3	1983	NA	NA	NA	NA	NA	Vicia_americana
RM6	1983	NA	NA	NA	NA	NA	Vicia_americana
RM2	1984	149.239	185	35.761	115.9876595	14.8127778	Vicia_americana
RM3	1984	NA	NA	NA	NA	NA	Vicia_americana
RM6	1984	NA	NA	NA	NA	NA	Vicia_americana
RM2	1988	NA	NA	NA	NA	NA	Vicia_americana
RM3	1988	125.869	179	53.131	167.3621826	14.8705556	Vicia_americana
RM6	1988	NA	NA	NA	NA	NA	Vicia_americana
RM2	1989	NA	NA	NA	NA	NA	Vicia_americana
RM3	1989	121.195	182	60.805	172.6727285	14.8377778	Vicia_americana
RM6	1989	NA	NA	NA	NA	NA	Vicia_americana
RM2	1991	132.88	185	52.12	154.8573082	14.8088889	Vicia_americana
RM3	1991	132.88	185	52.12	154.8573082	14.8088889	Vicia_americana
RM6	1991	NA	NA	NA	NA	NA	Vicia_americana
RM2	1992	111.847	171	59.153	118.1310071	14.8963889	Vicia_americana
RM3	1992	111.847	183	71.153	173.7173717	14.835	Vicia_americana
RM6	1992	111.847	183	71.153	173.7173717	14.835	Vicia_americana
RM2	1993	149.239	190	40.761	135.8128636	14.7258333	Vicia_americana
RM3	1993	149.239	195	45.761	161.5558294	14.6291667	Vicia_americana
RM6	1993	NA	NA	NA	NA	NA	Vicia_americana
RM2	1995	165.598	205	39.402	140.1722105	14.3955556	Vicia_americana
RM3	1995	NA	NA	NA	NA	NA	Vicia_americana
RM6	1995	NA	NA	NA	NA	NA	Vicia_americana
RM2	1996	131.7115	176	44.2885	139.4864447	14.8869444	Vicia_americana
RM3	1996	131.7115	184	52.2885	171.2016351	14.8233333	Vicia_americana
RM6	1996	NA	NA	NA	NA	NA	Vicia_americana
RM2	1997	144.565	180	35.435	109.2069477	14.8561111	Vicia_americana
RM3	1997	144.565	188	43.435	144.4803148	14.7580556	Vicia_americana
RM6	1997	NA	NA	NA	NA	NA	Vicia_americana
RM2	1998	130.543	181	50.457	123.7648283	14.8494444	Vicia_americana
RM3	1998	130.543	183	52.457	136.2460911	14.8288889	Vicia_americana
RM6	1998	NA	NA	NA	NA	NA	Vicia_americana
RM2	1999	136.3855	183	46.6145	142.3799599	14.8313889	Vicia_americana
