"","Ptt","RDate","Period","T2460","T2224","T2022","T1820","T1618","T1416","T1214","T1012","T810","T68","T46","T04","Species"
"423",93237,"5/7/10 11:00",11,17,5.6,3.8,3.6,3.8,4.6,4.7,10.3,18.1,16,12.5,0,"Sperm whale"
"424",93237,"5/7/10 17:00",17,22.9,4.7,4.6,4.3,4.2,5.2,6.1,10.2,16.3,16.6,4.8,0,"Sperm whale"
"425",93237,"5/7/10 23:00",23,9.3,9.4,3.7,3.6,4.3,5.7,7.1,24.5,18.9,11.9,1.5,0,"Sperm whale"
"426",93237,"5/7/10 5:00",5,11.8,9.7,4.4,4.2,4.3,5.1,7.4,30.1,18.7,1.9,2.4,0,"Sperm whale"
"427",93237,"5/8/10 11:00",11,38.3,4.4,3.1,2.8,2.8,3.3,4.6,10.2,20.5,10,0,0,"Sperm whale"
"428",93237,"5/8/10 17:00",17,63.7,5,3,4.7,1.4,1.7,2.8,16.1,1.7,0,0,0,"Sperm whale"
"429",93237,"5/8/10 23:00",23,6.1,10.9,3.7,3.7,3.7,3.9,5.4,16.1,35.8,8.9,2,0,"Sperm whale"
"430",93237,"5/8/10 5:00",5,9.5,14.8,4.2,3.7,4,4.6,7.1,36.9,11.5,3.7,0,0,"Sperm whale"
"431",93237,"5/9/10 11:00",11,18.9,4.4,3.5,3.8,3.5,4,6.5,9.9,31.3,14.3,0,0,"Sperm whale"
"432",93237,"5/9/10 17:00",17,38.4,17,8.5,2.6,2.4,2.6,2.8,10.2,15.5,0,0,0,"Sperm whale"
"433",93237,"5/9/10 23:00",23,12.7,6.4,4,3.8,3.9,4.6,7.1,31.2,17,3.3,6.1,0,"Sperm whale"
"434",93237,"5/9/10 5:00",5,11.3,7.2,3.7,3.9,3.9,4.1,6.1,13.5,37.3,8.7,0.6,0,"Sperm whale"
"435",93237,"5/10/10 11:00",11,20.8,5.1,4,3.7,4,5,5.7,16.9,33.4,1.2,0,0,"Sperm whale"
"436",93237,"5/10/10 17:00",17,20.9,5.5,4.2,4,4.7,5.3,5.7,16.2,33.5,0,0,0,"Sperm whale"
"437",93237,"5/10/10 23:00",23,15,11.1,3.9,3.6,3.7,5,8.6,32.5,15.3,1.4,0,0,"Sperm whale"
"438",93237,"5/10/10 5:00",5,8.3,10.8,3.8,3.9,3.9,4.6,6.3,31.4,19.3,3.3,4.4,0,"Sperm whale"
"439",93237,"5/11/10 11:00",11,74.1,16.5,2.6,6.1,0.6,0,0,0,0,0,0,0,"Sperm whale"
"440",93237,"5/11/10 17:00",17,22,4,3.8,3.9,4.3,5.3,6.2,9.5,16.6,11.4,13,0,"Sperm whale"
"441",93237,"5/11/10 23:00",23,14.5,6.7,4.2,3.7,3.9,4.5,5.2,7.9,19.4,11.2,18.7,0,"Sperm whale"
"442",93237,"5/11/10 5:00",5,12.5,16.4,7.5,5.3,3.7,5.5,9.3,15.7,24.1,0,0,0,"Sperm whale"
"443",93237,"5/12/10 11:00",11,26.7,10,7.8,13.9,20.9,2.4,2.5,4.3,11,0.6,0,0,"Sperm whale"
"444",93237,"5/12/10 17:00",17,24.2,6.4,6,3.1,3.6,4.2,4.7,24.7,15.1,2.1,6,0,"Sperm whale"
"445",93237,"5/12/10 23:00",23,24.9,7.5,5.1,7.8,15.3,11.4,9.5,8.6,8.2,1.7,0,0,"Sperm whale"
"446",93237,"5/12/10 5:00",5,19.7,6.2,4.2,6,7.4,4.9,7.2,31.6,7.8,1.8,3.3,0,"Sperm whale"
"447",93241,"11/5/09 15:00",15,100,0,0,0,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"448",93241,"11/5/09 17:00",17,93.7,2.2,2.2,0.7,1.1,0,0,0,0,0,0,0,"Short-finned pilot whale"
"449",93241,"11/5/09 23:00",23,68.9,21.1,7.5,1.4,1.1,0,0,0,0,0,0,0,"Short-finned pilot whale"
"450",93241,"11/6/09 11:00",11,77.9,1.9,2.3,3.6,3.2,3.2,5.8,1.3,0.6,0,0,0,"Short-finned pilot whale"
"451",93241,"11/6/09 17:00",17,77.9,3.2,3.6,2.6,3.9,3.9,4.9,0,0,0,0,0,"Short-finned pilot whale"
"452",93241,"11/6/09 23:00",23,64.8,11.4,12.2,10,0.6,0.6,0.6,0,0,0,0,0,"Short-finned pilot whale"
"453",93241,"11/6/09 5:00",5,69.2,25.6,4.7,0.6,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"454",93241,"11/7/09 11:00",11,71.2,2.6,2.9,5.2,3.2,4.9,9.1,1,0,0,0,0,"Short-finned pilot whale"
"455",93241,"11/7/09 17:00",17,56.6,3.7,3.9,5.1,3.9,5.6,9.5,9,2.6,0,0,0,"Short-finned pilot whale"
"456",93241,"11/7/09 23:00",23,80.6,14.2,4.9,0.3,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"457",93241,"11/7/09 5:00",5,86.7,10.4,1.9,1.1,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"458",93241,"11/8/09 11:00",11,66.2,3.3,3.3,4.2,3.6,4.2,6.1,9.1,0,0,0,0,"Short-finned pilot whale"
"459",93241,"11/8/09 17:00",17,73.1,2.9,2.3,2.3,2.6,3.6,6.5,6.8,0,0,0,0,"Short-finned pilot whale"
"460",93241,"11/8/09 23:00",23,52.4,6.7,6.7,11.3,20.8,2.1,0,0,0,0,0,0,"Short-finned pilot whale"
"461",93241,"11/8/09 5:00",5,67,20.5,10,2.5,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"462",93241,"11/9/09 11:00",11,97.1,0.4,0.4,0.8,1.3,0,0,0,0,0,0,0,"Short-finned pilot whale"
"463",93241,"11/9/09 17:00",17,79.5,2.3,2.3,3.9,2.9,1.9,2.6,4.5,0,0,0,0,"Short-finned pilot whale"
"464",93241,"11/9/09 23:00",23,44.1,8.3,8.7,20.4,18.5,0,0,0,0,0,0,0,"Short-finned pilot whale"
"465",93241,"11/9/09 5:00",5,65.7,13,8,6.6,6.6,0,0,0,0,0,0,0,"Short-finned pilot whale"
"466",93241,"11/10/09 11:00",11,85.2,2.2,1.5,1.8,3,1.5,2.2,2.2,0.4,0,0,0,"Short-finned pilot whale"
"467",93241,"11/10/09 17:00",17,88.6,1.5,1.1,1.8,1.1,1.1,3,0.7,1.1,0,0,0,"Short-finned pilot whale"
"468",93241,"11/10/09 23:00",23,90.4,3,3,1.9,1.1,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"469",93241,"11/10/09 5:00",5,71.8,7.5,9.7,11,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"470",93241,"11/11/09 11:00",11,92.3,1.1,1.1,0.7,1.1,1.8,1.8,0,0,0,0,0,"Short-finned pilot whale"
"471",93241,"11/11/09 17:00",17,86.3,1.5,1.9,3.7,1.1,1.5,2.2,1.9,0,0,0,0,"Short-finned pilot whale"
"472",93241,"11/11/09 23:00",23,41.3,10.5,13.8,16,15.7,1.5,0.7,0.6,0,0,0,0,"Short-finned pilot whale"
"473",93241,"11/11/09 5:00",5,87.8,5.5,3,1.8,0.4,0.7,0.7,0,0,0,0,0,"Short-finned pilot whale"
"474",93241,"11/12/09 11:00",11,83.7,1.9,1.5,1.5,3,2.2,3,3.3,0,0,0,0,"Short-finned pilot whale"
"475",93241,"11/12/09 17:00",17,96.7,0.8,2.1,0.4,0,0,0,0,0,0,0,0,"Short-finned pilot whale"
"476",93241,"11/12/09 23:00",23,46.2,8.5,6.7,16.6,20.7,1.3,0,0,0,0,0,0,"Short-finned pilot whale"
"477",93241,"11/12/09 5:00",5,64.8,11.1,10,4.4,4.4,2.5,1.9,0.8,0,0,0,0,"Short-finned pilot whale"
"478",93241,"11/13/09 11:00",11,77,2.3,1.9,2.9,3.6,2.9,3.2,3.9,2.3,0,0,0,"Short-finned pilot whale"
"479",93241,"11/13/09 5:00",5,53.1,6.7,6.5,11.6,21.3,0.7,0,0,0,0,0,0,"Short-finned pilot whale"
"480",93245,"5/10/10 21:00",21,30,6.4,6.9,8.4,3.1,4,8.9,32.4,0,0,0,0,"Sperm whale"
"481",93245,"5/10/10 23:00",23,11.6,3.7,3,2.8,3,3.7,7.9,51.9,11.3,1.2,0,0,"Sperm whale"
"482",93245,"5/11/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Sperm whale"
"483",93245,"5/11/10 17:00",17,19.2,2.7,2.9,2.8,2.8,3.6,5.5,18,21.4,15.9,5.3,0,"Sperm whale"
"484",93245,"5/11/10 23:00",23,16,3.5,3.5,3.3,3.5,4.2,14,35.4,10.3,6.3,0,0,"Sperm whale"
"485",93245,"5/11/10 5:00",5,24.5,4.7,3.2,2.9,3.2,4.2,6.7,29.8,20.8,0,0,0,"Sperm whale"
"486",93245,"5/12/10 11:00",11,37.3,2,2.4,2.6,2.4,3,3.3,6.8,33.8,6.5,0,0,"Sperm whale"
"487",93245,"5/12/10 5:00",5,26.8,3,3,3.1,3.5,4.4,11.8,36.4,2,3.5,2.4,0,"Sperm whale"
"488",93247,"5/5/10 15:00",15,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"489",93247,"5/5/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"490",93247,"5/5/10 23:00",23,44.2,33.5,12.8,9.4,0.2,0,0,0,0,0,0,0,"Melon-headed whale"
"491",93247,"5/14/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"492",93247,"5/14/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"493",93247,"5/14/10 23:00",23,47.1,24,13.5,15.3,0,0,0,0,0,0,0,0,"Melon-headed whale"
"494",93247,"5/14/10 5:00",5,0,29,28.7,37.8,4.5,0,0,0,0,0,0,0,"Melon-headed whale"
"495",93247,"5/15/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"496",93247,"5/15/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"497",93247,"5/15/10 23:00",23,47.6,21.6,13.7,16.5,0.7,0,0,0,0,0,0,0,"Melon-headed whale"
"498",93247,"5/15/10 5:00",5,48,16.2,14.2,20,1.6,0,0,0,0,0,0,0,"Melon-headed whale"
"499",93247,"5/16/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"500",93247,"5/16/10 5:00",5,60.2,19.9,8.8,11,0,0,0,0,0,0,0,0,"Melon-headed whale"
"501",93247,"5/6/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"502",93247,"5/6/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"503",93247,"5/6/10 23:00",23,53.3,20.6,17.1,9,0,0,0,0,0,0,0,0,"Melon-headed whale"
"504",93247,"5/6/10 5:00",5,40.7,26.2,18.9,14.2,0,0,0,0,0,0,0,0,"Melon-headed whale"
"505",93247,"5/7/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"506",93247,"5/7/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"507",93247,"5/7/10 23:00",23,50,18.1,21.3,10.6,0,0,0,0,0,0,0,0,"Melon-headed whale"
"508",93247,"5/7/10 5:00",5,49.4,30.5,12.7,7.4,0,0,0,0,0,0,0,0,"Melon-headed whale"
"509",93247,"5/8/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"510",93247,"5/8/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"511",93247,"5/8/10 23:00",23,49.5,19.4,19,12,0,0,0,0,0,0,0,0,"Melon-headed whale"
"512",93247,"5/8/10 5:00",5,46.9,21.1,15.6,15.7,0.7,0,0,0,0,0,0,0,"Melon-headed whale"
"513",93247,"5/9/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"514",93247,"5/9/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"515",93247,"5/9/10 23:00",23,64.4,21.7,10,3.9,0,0,0,0,0,0,0,0,"Melon-headed whale"
"516",93247,"5/9/10 5:00",5,50,21.3,14.6,14.1,0,0,0,0,0,0,0,0,"Melon-headed whale"
"517",93247,"5/10/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"518",93247,"5/10/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"519",93247,"5/10/10 23:00",23,61.6,20.3,15,3.1,0,0,0,0,0,0,0,0,"Melon-headed whale"
"520",93247,"5/10/10 5:00",5,50.8,23.1,12.2,13.6,0.2,0,0,0,0,0,0,0,"Melon-headed whale"
"521",93247,"5/11/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"522",93247,"5/11/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"523",93247,"5/11/10 23:00",23,59.6,19.9,11.9,8.6,0,0,0,0,0,0,0,0,"Melon-headed whale"
"524",93247,"5/11/10 5:00",5,46.3,18.1,17.4,17.6,0.6,0,0,0,0,0,0,0,"Melon-headed whale"
"525",93247,"5/12/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"526",93247,"5/12/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"527",93247,"5/12/10 23:00",23,65.7,14.9,8.8,10.5,0,0,0,0,0,0,0,0,"Melon-headed whale"
"528",93247,"5/12/10 5:00",5,45.7,17.2,15.2,21.1,0.9,0,0,0,0,0,0,0,"Melon-headed whale"
"529",93247,"5/13/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"530",93247,"5/13/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"531",93247,"5/13/10 23:00",23,58.4,19.2,11.8,9.9,0.7,0,0,0,0,0,0,0,"Melon-headed whale"
"532",93247,"5/13/10 5:00",5,49.9,15.8,12.8,16.7,4.9,0,0,0,0,0,0,0,"Melon-headed whale"
"533",93249,"5/9/10 18:00",18,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"534",93249,"5/9/10 23:00",23,77.1,15.5,5.2,2.3,0,0,0,0,0,0,0,0,"Melon-headed whale"
"535",93249,"5/18/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"536",93249,"5/18/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"537",93249,"5/18/10 23:00",23,61.1,16.1,13.6,9.2,0,0,0,0,0,0,0,0,"Melon-headed whale"
"538",93249,"5/18/10 5:00",5,73.8,14.2,7.1,4.5,0.3,0,0,0,0,0,0,0,"Melon-headed whale"
"539",93249,"5/19/10 5:00",5,50.9,16.2,16.2,16,0.7,0,0,0,0,0,0,0,"Melon-headed whale"
"540",93249,"5/22/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"541",93249,"5/22/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"542",93249,"5/22/10 23:00",23,50,19.1,18.7,10.1,2.1,0,0,0,0,0,0,0,"Melon-headed whale"
"543",93249,"5/23/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"544",93249,"5/23/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"545",93249,"5/23/10 23:00",23,40.9,16.6,13.7,18.7,10.2,0,0,0,0,0,0,0,"Melon-headed whale"
"546",93249,"5/23/10 5:00",5,64.3,14.1,10.8,8.6,2.2,0,0,0,0,0,0,0,"Melon-headed whale"
"547",93249,"5/24/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"548",93249,"5/24/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"549",93249,"5/24/10 23:00",23,43.6,14.8,15,19.2,7.4,0,0,0,0,0,0,0,"Melon-headed whale"
"550",93249,"5/24/10 5:00",5,69.1,18.9,5,6.7,0.3,0,0,0,0,0,0,0,"Melon-headed whale"
"551",93249,"5/25/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"552",93249,"5/25/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"553",93249,"5/25/10 23:00",23,45.8,14.9,17.3,14.6,7.4,0,0,0,0,0,0,0,"Melon-headed whale"
"554",93249,"5/25/10 5:00",5,0,58.5,30.2,11.3,0,0,0,0,0,0,0,0,"Melon-headed whale"
"555",93249,"5/26/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"556",93249,"5/26/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"557",93249,"5/26/10 23:00",23,62.2,18.1,13.1,6.7,0,0,0,0,0,0,0,0,"Melon-headed whale"
"558",93249,"5/26/10 5:00",5,0,42,41.5,16.5,0,0,0,0,0,0,0,0,"Melon-headed whale"
"559",93249,"5/27/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"560",93249,"5/27/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"561",93249,"5/27/10 23:00",23,54.2,18.3,18.8,8.6,0.2,0,0,0,0,0,0,0,"Melon-headed whale"
"562",93249,"5/27/10 5:00",5,48.5,15.5,18.7,16.9,0.5,0,0,0,0,0,0,0,"Melon-headed whale"
"563",93249,"5/10/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"564",93249,"5/10/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"565",93249,"5/10/10 23:00",23,0,41.5,25,26.7,6.8,0,0,0,0,0,0,0,"Melon-headed whale"
"566",93249,"5/10/10 5:00",5,58.4,16.9,12.5,11.8,0.5,0,0,0,0,0,0,0,"Melon-headed whale"
"567",93249,"5/28/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"568",93249,"5/28/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"569",93249,"5/28/10 23:00",23,55.3,15.5,17.6,11.6,0,0,0,0,0,0,0,0,"Melon-headed whale"
"570",93249,"5/28/10 5:00",5,48.6,22.2,19.4,9.7,0,0,0,0,0,0,0,0,"Melon-headed whale"
"571",93249,"5/29/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"572",93249,"5/30/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"573",93249,"5/30/10 23:00",23,57.6,16.9,12.7,12,0.7,0,0,0,0,0,0,0,"Melon-headed whale"
"574",93249,"5/30/10 5:00",5,53.3,20.3,13.2,12,1.2,0,0,0,0,0,0,0,"Melon-headed whale"
"575",93249,"5/31/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"576",93249,"5/31/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"577",93249,"5/31/10 23:00",23,66.2,9.4,8.9,14.1,1.4,0,0,0,0,0,0,0,"Melon-headed whale"
"578",93249,"5/31/10 5:00",5,49.3,13.2,13.9,19.9,3.7,0,0,0,0,0,0,0,"Melon-headed whale"
"579",93249,"6/1/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"580",93249,"6/1/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"581",93249,"6/1/10 23:00",23,48.4,12.3,12.7,20.1,6.5,0,0,0,0,0,0,0,"Melon-headed whale"
"582",93249,"6/1/10 5:00",5,49.9,12.5,15.1,21.8,0.7,0,0,0,0,0,0,0,"Melon-headed whale"
"583",93249,"6/2/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"584",93249,"6/2/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"585",93249,"6/2/10 5:00",5,60.9,17.2,11.9,10,0,0,0,0,0,0,0,0,"Melon-headed whale"
"586",93249,"6/3/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"587",93249,"6/3/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"588",93249,"6/3/10 23:00",23,62.6,11.6,11.6,14.1,0,0,0,0,0,0,0,0,"Melon-headed whale"
"589",93249,"6/3/10 5:00",5,47.6,12.5,14.3,22.9,2.8,0,0,0,0,0,0,0,"Melon-headed whale"
"590",93249,"6/4/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"591",93249,"6/4/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"592",93249,"6/4/10 23:00",23,61.2,14.7,15.2,8.9,0,0,0,0,0,0,0,0,"Melon-headed whale"
"593",93249,"6/4/10 5:00",5,57.6,17.4,12.7,12.3,0,0,0,0,0,0,0,0,"Melon-headed whale"
"594",93249,"6/5/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"595",93249,"6/5/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"596",93249,"5/11/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"597",93249,"5/11/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"598",93249,"5/11/10 23:00",23,45.2,15.2,18.1,21.1,0.4,0,0,0,0,0,0,0,"Melon-headed whale"
"599",93249,"5/11/10 5:00",5,50.2,17.8,12,17.4,2.5,0,0,0,0,0,0,0,"Melon-headed whale"
"600",93249,"5/12/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"601",93249,"5/12/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"602",93249,"5/12/10 23:00",23,58.1,18.5,9,9.5,4.9,0,0,0,0,0,0,0,"Melon-headed whale"
"603",93249,"5/12/10 5:00",5,43.4,16.8,18.1,20.5,1.1,0,0,0,0,0,0,0,"Melon-headed whale"
"604",93249,"5/13/10 11:00",11,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
"605",93249,"5/13/10 17:00",17,100,0,0,0,0,0,0,0,0,0,0,0,"Melon-headed whale"
