76	58	2	1
ACA_AAC_1.0
ACA_AAC_2.0
ACA_AAC_3.0
ACA_AAC_4.0
ACA_AAC_5.0
ACA_AAC_6.0
ACA_AAC_7.0
ACA_AAC_8.0
ACA_AAC_9.0
ACA_AAC_10.0
ACA_AAC_11.0
ACA_AAC_12.0
ACA_AAC_13.0
ACA_AAC_14.0
ACA_AAC_15.0
ACA_AAC_16.0
ACA_AAC_17.0
ACA_AAC_19.0
ACA_AAC_20.0
ACA_AAC_21.0
ACA_ACG_1.0
ACA_ACG_2.0
ACA_ACG_3.0
ACA_ACG_4.0
ACA_ACG_5.0
ACA_ACG_6.0
ACA_ACG_7.0
ACA_ACG_8.0
ACA_ACG_9.0
ACA_ACG_10.0
ACA_ACG_11.0
ACA_ACG_12.0
ACA_ACG_13.0
ACA_ACG_14.0
ACA_ACG_15.0
ACA_ACG_16.0
ACA_ACG_17.0
ACA_ACG_17.1
ACA_ACG_18.0
ACA_ACG_20.0
ACA_ACG_21.0
ACA_ACG_23.0
ACA_AGC_1.0
ACA_AGC_2.0
ACA_AGC_3.0
ACA_AGC_4.0
ACA_AGC_5.0
ACA_AGC_6.0
ACA_AGC_7.0
ACA_AGC_8.0
ACA_AGC_9.0
ACA_AGC_10.0
ACA_AGC_11.0
ACA_AGC_12.0
ACA_AGC_13.0
ACA_AGC_14.0
ACA_AGC_15.0
ACA_AGC_16.0
38	2	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
38	2	1	2	2	1	1	1	2	2	2	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
39	2	1	2	2	1	1	1	1	2	2	2	2	2	1	1	2	1	2	2	1	2	1	2	2	2	1	1	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	2	1	1	1
39	2	1	1	2	1	2	1	1	2	2	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	1
39	2	1	2	2	1	2	1	1	2	2	2	2	2	1	2	2	1	2	2	1	2	1	2	2	2	1	2	1	1	1	2	1	1	2	1	1	2	2	2	2	2	2	1	2	1	1	1	2	2	2	1	1	2	2	1	2	1	1
40	2	1	2	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	2	1	2	2	1	2	1	1	2	1	2	1	2	1	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
40	2	1	2	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
41	2	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	2	1	2	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	1	1	2	2	2	1	1	1	2	2	1	1	1	1	1	2	2	1	1
41	2	1	2	2	1	1	1	1	2	1	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1
41	2	2	2	2	1	2	1	1	2	1	2	1	2	1	2	1	1	2	2	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1
42	2	1	2	2	1	1	1	1	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	2	1
42	2	1	2	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	2	1	2	2	1	2	1	1	1
42	1	1	2	2	1	1	1	2	2	2	2	1	2	1	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1
43	1	1	2	2	1	1	2	1	2	2	2	1	2	1	2	1	2	2	2	2	2	2	2	1	2	1	1	2	1	1	1	1	1	1	2	1	2	2	2	1	2	2	1	2	1	2	1	1	2	1	1	2	1	1	2	1	2	1
43	1	2	2	2	2	1	1	1	2	2	2	1	2	1	1	2	2	2	2	2	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	1
44	1	1	2	2	2	1	1	1	2	1	1	1	2	2	2	1	1	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	1	2	1	2	1	2	1	1	2	2	2	1
44	1	2	2	1	2	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	1	2	2	2	2	1	2	2	1	1	2	2	1	1
44	1	1	1	2	1	1	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	1	2	1	2	2	2	1	2	1	1	2	2	1	1
45	2	1	2	1	1	1	1	1	2	1	1	1	2	1	2	2	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	2	2	1	2	1	1	1	2	1	1	1	2	1	1	2	1	2	1
45	2	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1
46	2	2	2	1	1	1	1	1	2	1	2	2	2	1	2	2	1	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1
46	2	1	1	1	1	1	2	1	2	1	2	1	2	1	2	2	1	2	2	1	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1
47	2	1	2	2	1	1	2	1	2	1	2	1	2	1	2	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	2	1	1	1
47	2	1	2	2	1	1	1	2	2	1	2	1	2	1	2	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	2	2	1	1
48	1	1	2	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1
48	1	1	2	2	1	2	2	1	2	1	2	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	1	2	2	2	1	1	1	1	2	2	1	2	2	1	2	2	1	1
48	1	1	2	1	1	1	1	1	2	2	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	2	1
49	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	2	2	1	2	2	2	1
49	1	1	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	2	2	2	1
49	1	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1
50	2	1	2	2	1	1	2	1	2	1	1	1	2	1	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	2	1	1	2	1	1	2	1	2	1	1	1	2	1	1	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50	2	1	1	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51	2	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	2	2	1	2	1	2	2	1	1	2	2	1	2	1	1	1
51	2	1	1	1	1	1	1	1	2	1	1	1	1	1	2	2	1	2	1	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	2	1	1	2	2	1	1
52	2	1	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	2	2	1	2	2	1	2
52	2	1	2	1	2	1	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	2	1	2	2	1	1
52	2	1	2	2	2	1	2	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	2	1	2	1
53	1	1	2	2	2	2	2	1	2	1	1	1	2	1	2	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	2	1	2	1	1	2	1	1	2	1	1	1	2	1	2	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
53	2	1	2	2	1	2	1	1	2	1	1	1	2	1	2	2	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2	1	1	2	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54	1	1	2	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55	2	1	1	1	1	1	1	1	2	1	2	2	2	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	2	1	2	2	1	1	1	1	2	1	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	2	2	1	2	2	2	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1
56	2	1	2	2	1	1	1	1	2	2	2	1	2	1	1	1	1	2	2	1	2	1	2	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	1	1	1	1	1	1	1	2	1	1	1
56	2	1	2	1	1	1	1	1	2	2	2	1	2	1	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1
57	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	2	2	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1
57	2	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	2	2	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	2	1	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	2
57	2	1	2	2	2	2	2	1	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	1	2	1	2	1	2	2	2	1	1	2	1	1	2	1	1	2	2	2	1	2	1	1	1	1	2	1	1	2	1	1	2	1	1	2
58	1	1	1	1	1	1	1	1	2	1	1	2	2	1	1	1	2	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	1	2	2	1	2	1	1	2	1	1	1
58	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	1	2	2	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	1	1	1
59	1	1	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	1	1	2	1	1	1
59	1	1	2	2	2	1	2	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	2	1	1	2	2	1	1
59	1	1	2	2	1	1	2	1	2	2	1	1	2	1	1	1	1	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	2	1	2	1	1	2	2	2	1
60	1	1	2	1	1	1	2	1	2	1	2	1	2	1	1	1	1	2	2	2	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1	1	2	2	2	1	2	1	1	2	1	2	2
60	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	2	1	2	2	2	2	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1
60	2	1	2	2	1	1	2	1	2	1	2	2	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	2	1	1	1	1	1	1	2	1	2	2	1	2	2	2	2	2	1	1	1	1	2	1	1	2	1	1	2	2	1	1
61	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	2	2	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	2	1	2	1	1	1	1	2	2	1	2	1	1	2	2	1	1
61	1	1	2	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	1	2	1	1	1	2	2	1	1	1	2	1	2	2	2	1
61	1	1	2	2	1	2	1	2	2	2	2	1	2	2	2	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	2	2	1	2	1	1	2	2	2	1
62	1	1	2	1	1	1	2	1	1	1	1	1	2	2	1	1	1	2	2	2	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	1	1
62	1	1	2	2	1	1	2	1	1	1	2	1	2	1	1	1	1	2	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	2	2	1	1	1	2	2	1	1	2	1	1	2	2	1	1
62	2	1	2	2	1	1	2	1	2	1	1	1	2	1	1	1	2	2	2	2	2	1	2	2	2	1	2	1	1	1	1	1	1	2	2	1	2	2	2	2	1	2	2	2	1	1	1	1	2	1	1	2	2	1	2	1	2	1
63	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	2	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	2	2	1	2	2	1	2	1	1	2	1	1	2	2	2	1
63	2	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	2	1	2	1	2	1	1	1	1	1	2	1	2	2	2	1	1	2	1	2	1	2	1	1	1	1	1	2	1	1	2	2	1	1
63	2	1	2	1	1	2	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	1	2	2	2	1	1	1	2	2	1	1	2	2	1	2	1	1	1
64	1	2	2	2	1	1	1	1	2	2	1	1	2	1	1	2	2	2	2	2	2	1	2	2	2	1	1	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	2	2	2	1	2	1	2	2	1	1	1	1	2	1	1	1
64	2	2	2	2	1	1	1	1	2	2	1	2	2	1	1	2	1	2	2	2	2	1	2	2	2	1	2	1	2	1	1	1	1	2	2	2	2	2	2	2	1	2	2	2	1	1	1	1	1	2	1	1	2	1	2	1	2	1
64	2	2	2	2	1	1	1	1	2	2	2	2	2	1	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	1	1	1	1	2	1	2	2	2	2	2	1	2	2	2	2	1	1	1	2	2	1	1	1	1	2	1	1	1
65	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
65	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
66	1	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	2	2	1	1	2	2	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1
66	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	2	1	2	2	2	1	1	1	1	2	1	2	1	1	1	1	1	2	1	2	1	2	2	2	1	2	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	1
67	2	1	2	2	1	1	1	1	2	1	2	1	2	1	1	2	2	2	2	2	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	1	1	1	1	1	1	2	2	1	2	1	2	2
67	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	2	1	2	2	2	2	1	2	1	2	1	2	1	2	1	1	1	2	1	2	2	2	1	2
68	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	2	1	2	2	2	2	1	1	1	2	1	1	2	1	1	1	1	1	1	2	1	2	1	2	2	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	1	2	1
68	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	2	1	2	2	2	0	1	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	1	1	2	1	1	2	2	1	2	2	2	1
68	2	1	1	2	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	2	2	1	1
69	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	2	1	2	1	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	1	2	1	1	1	1	2	1	1	2	2	1	2	1	1	1
69	1	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	2	2	2	2	2	2	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	2	2	2	1	1	1	2	1	1	1	1	1	1	2	2	1	1
69	1	1	2	2	1	1	1	1	2	1	2	1	2	1	1	2	1	2	2	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	1	1	1	2	1	1	2	1	1	2
70	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	1	2	2	1	1	1	2	2	1	2	2	1	1
70	1	2	1	2	1	2	1	1	2	1	2	1	2	2	2	2	1	2	2	2	2	1	1	2	2	1	1	1	1	1	1	2	2	1	2	1	2	1	2	1	1	2	1	2	1	1	1	1	1	1	1	2	2	1	2	1	1	1
70	1	2	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	2	1	1	2	1	2	1	1	2	1	1	1	1	1	1	2	2	1	2	1	1	1
71	1	1	2	2	1	2	1	1	2	1	1	1	2	2	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	2	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
71	1	1	1	2	1	2	1	1	2	1	1	1	2	1	2	2	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
72	2	2	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	2	2	2	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	2	1	1	1	0	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1
72	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	1	1	1	1	1	2	1	1	2	1	2	2
72	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	2	2	1	2	1	1	1	1	1	1	2	2	1	1	2	1	2	2
73	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1	1	1	2	1	1	2	1	2	1	1	1	2	2	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
73	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	2	2	1	1	1	1	1	1	2	1	1	1	2	2	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
74	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	2	1	1	2	2	1	1	1	2	1	2	1	2	1	1	1	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
75	2	1	2	1	1	1	1	1	1	0	2	1	2	1	2	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1	1	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
76	1	1	1	1	2	2	1	1	2	1	1	1	2	1	1	1	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
