Fish_ID,Schisto_exposure,Schisto_pop,Schisto_fam,Cage,Died_in_cage,Schisto_infection,Plerocercoid_weight_mg,Treatment,Date_Schisto_exposure,Date_in_lake,Date_dissected,Age_at_dissection,Fish_sex,Initial_total_length_mm,Initial_std_length_mm,Initial_weight_g,Final_total_length_mm,Final_std_length_mm,Final_weight_g,Final_weight_no_Schisto,HK_weight_mg,Spleen_weight_mg,Liver_weight_mg,Gonad_weight_mg,Irregular_Apatemon_Cysts,Tr,Af,Er,Gy,Gl,Ac,Cp,Dg,Dp,Ec,Ph,Sg,Tc,Ju,An,Cl,Co,Ra,Ps,Pf,Vc
281,1,LG,LG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,F,49,43,0.9677,56,49,1.1658,1.1658,3.1,2.1,20.5,19.5,0,1,1,0,0,0,115,10,1,8,0,0,2,0,32,0,1,0,0,0,0,1
282,1,LG,LG-A,6,0,1,230,Infected LG,20.05.09,27.05.09,14.08.09,86,F,46,41,0.8347,57,50,1.6449,1.4149,4.8,3.4,29.1,19.8,0,0,0,0,0,0,88,9,2,12,5,0,1,0,24,0,0,0,0,0,12,0
283,1,LG,LG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,F,50,45,1.0949,58,53,1.6618,1.6618,6.1,3.7,36.5,24.3,0,1,0,0,0,0,76,7,1,8,7,0,2,0,24,0,0,0,0,0,2,0
284,1,LG,LG-B,6,0,1,224,Infected LG,19.05.09,27.05.09,14.08.09,87,M,48,43,0.9137,55,49,1.4825,1.2585,3.5,1.7,21,19.2,0,2,0,0,0,0,105,14,3,14,4,0,1,0,59,0,0,0,0,0,5,1
285,1,LG,LG-B,6,0,1,276.5,Infected LG,19.05.09,27.05.09,14.08.09,87,F,44,39,0.7181,56,50,1.6099,1.3334,4.2,2.7,24.9,49.4,0,0,0,0,0,0,113,17,1,10,5,0,3,0,7,0,0,0,0,0,5,0
286,1,LG,LG-B,6,0,1,289.8,Infected LG,19.05.09,27.05.09,14.08.09,87,F,50,45,1.1973,60,53,1.8685,1.5787,3.6,2.4,25.2,54.3,0,3,0,0,0,0,137,42,0,16,3,0,0,0,10,0,0,0,0,0,2,0
287,1,LG,LG-B,6,0,1,302.4,Infected LG,19.05.09,27.05.09,14.08.09,87,M,43,38,0.6704,51,46,1.2867,0.9843,3.5,1.9,16.8,0.6,1,2,0,0,0,0,36,25,1,21,2,0,0,0,80,0,1,0,2,0,8,1
288,1,HG,HG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,M,45,40,0.8726,51,45,1.181,1.181,4.9,2.8,24.9,9.4,0,0,1,0,0,0,57,22,1,11,5,0,1,0,23,0,1,0,0,0,1,1
289,1,HG,HG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,F,44,39,0.7641,54,48,1.2993,1.2993,5.5,4.6,36.2,27.6,0,0,0,0,0,0,43,3,1,7,4,0,1,0,25,0,1,0,0,0,5,0
290,1,HG,HG-A,6,0,1,309.5,Infected HG,20.05.09,27.05.09,14.08.09,86,M,41,36,0.6196,49,43,1.2516,0.9421,3.1,2.6,22.3,1.3,1,3,0,0,0,0,28,10,0,22,3,0,0,0,14,0,0,0,1,0,9,0
291,1,HG,HG-A,6,0,1,289.9,Infected HG,20.05.09,27.05.09,14.08.09,86,M,44,40,0.693,53,47,1.3996,1.1097,3.2,3.1,19.8,1.1,1,2,0,0,0,0,53,35,5,15,5,0,2,0,4,0,0,0,0,0,2,0
292,1,HG,HG-A,6,0,1,311.9,Infected HG,20.05.09,27.05.09,14.08.09,86,M,46,41,0.8642,54,48,1.6761,1.3642,4.3,3.2,26.9,3.6,0,1,0,0,0,0,49,7,0,15,2,0,2,0,5,0,2,0,0,0,10,0
293,0,,,6,0,0,,Control,20.05.09,27.05.09,14.08.09,86,F,42,37,0.5693,51,46,1.2014,1.2014,3.9,2.4,30.3,24.6,0,1,0,0,0,0,82,8,1,1,2,0,0,0,3,0,0,0,0,0,0,0
294,0,,,6,0,0,,Control,20.05.09,27.05.09,14.08.09,86,M,50,45,1.0388,54,49,1.296,1.296,4.3,3.2,35.1,9.1,0,2,0,0,0,0,90,18,1,2,7,1,6,0,9,0,0,0,0,0,1,0
295,0,,,6,0,0,,Control,20.05.09,27.05.09,14.08.09,86,M,40,36,0.53,45,40,0.8485,0.8485,3.9,1.7,14.7,4.2,0,1,0,0,0,0,55,4,1,13,1,0,4,0,28,0,1,0,0,0,4,1
296,0,,,6,0,0,,Control,20.05.09,27.05.09,14.08.09,86,M,44,39,0.6777,50,44,0.9984,0.9984,4,2.5,16.2,6.4,0,1,0,0,0,0,69,6,0,2,3,0,1,0,7,0,0,0,0,0,4,0
297,0,,,6,0,0,,Control,20.05.09,27.05.09,14.08.09,86,F,39,35,0.4881,47,42,0.7484,0.7484,1.5,1.4,12.2,8.8,0,1,0,0,0,0,95,2,3,6,2,0,1,0,75,0,0,1,0,0,5,0
298,1,HG,HG-B,6,0,1,295.7,Infected HG,19.05.09,27.05.09,14.08.09,87,M,49,43,0.9899,55,49,1.4962,1.2005,4,3.3,17,2.9,1,2,0,0,0,0,119,17,0,5,2,0,0,0,6,1,1,0,0,0,5,0
299,1,HG,HG-B,6,1,,,,19.05.09,27.05.09,,,,47,42,0.8155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1,HG,HG-B,6,0,1,189.7,Infected HG,19.05.09,27.05.09,14.08.09,87,M,45,40,0.7823,50,44,1.0435,0.8538,1.7,1.6,8.9,0.7,1,3,0,0,0,0,55,10,0,27,2,0,1,0,90,0,1,0,0,0,1,0
301,1,HG,HG-B,6,0,1,300.5,Infected HG,19.05.09,27.05.09,14.08.09,87,M,43,39,0.6969,52,46,1.3947,1.0942,2.7,3,21.6,2.3,1,1,0,0,0,0,70,6,11,22,6,0,0,0,28,0,0,0,0,0,6,0
302,1,HG,HG-B,6,1,0,,,19.05.09,27.05.09,14.08.09,87,,42,37,0.6111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1,LG,LG-A,6,0,1,173.4,Infected LG,20.05.09,27.05.09,14.08.09,86,F,48,43,0.9232,55,49,1.3856,1.2122,3.5,1.4,19.6,23.7,0,1,0,0,0,0,123,11,1,4,3,0,0,0,7,0,0,0,0,0,1,1
304,1,LG,LG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,F,44,39,0.6952,55,49,1.1568,1.1568,3.3,2,21.8,27.7,0,3,0,0,0,0,97,5,0,4,3,0,2,0,15,0,0,0,0,0,13,0
305,1,LG,LG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,F,49,44,0.9432,58,52,1.4175,1.4175,4.2,4.3,37.9,35.4,0,1,0,0,0,0,57,7,2,6,4,0,2,0,36,0,0,0,0,0,7,0
306,1,LG,LG-A,6,0,0,,Uninfected,20.05.09,27.05.09,14.08.09,86,F,45,40,0.7904,55,50,1.4649,1.4649,7.2,3.5,49.2,21.8,0,0,0,0,0,0,54,2,0,5,5,1,0,1,3,0,0,0,0,0,4,0
307,1,LG,LG-A,6,1,,,,20.05.09,27.05.09,,,,40,36,0.5733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,1,LG,LG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,F,40,36,0.5631,52,46,1.1061,1.1061,3.6,2.5,26.2,19.4,0,0,0,0,0,0,94,3,0,3,0,0,1,0,4,0,0,0,0,0,6,1
309,1,LG,LG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,M,43,38,0.6878,49,43,1.0738,1.0738,4.1,3.2,21.7,6.4,0,0,0,0,0,0,65,4,0,2,3,0,2,0,38,0,0,0,0,0,3,0
310,1,LG,LG-B,6,0,1,287.4,Infected LG,19.05.09,27.05.09,14.08.09,87,F,46,41,0.8423,54,48,1.4835,1.1961,2.3,1.2,25,27.9,0,2,0,0,0,0,103,7,0,8,6,0,0,0,8,0,0,0,0,0,5,0
311,1,LG,LG-B,6,1,,,,19.05.09,27.05.09,,,,40,36,0.5423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,1,LG,LG-B,6,1,,,,19.05.09,27.05.09,,,,42,37,0.6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1,HG,HG-B,4,0,0,,Uninfected,19.05.09,27.05.09,12.08.09,85,F,40,36,0.5261,48,42,0.6311,0.6311,0.8,0.8,13.3,25.4,0,3,0,0,82,0,77,8,0,5,3,0,0,0,1,0,0,0,0,0,0,0
314,1,LG,LG-B,4,1,,,,19.05.09,27.05.09,,,,38,34,0.4512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,1,HG,HG-B,5,1,,,,19.05.09,27.05.09,,,,40,36,0.5603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,1,LG,LG-B,5,0,1,245.3,Infected LG,19.05.09,27.05.09,13.08.09,86,M,40,35,0.5435,47,40,1.1082,0.8629,2.7,1.7,17.2,2,0,1,1,0,7,0,64,8,2,0,3,0,0,0,1,0,2,0,0,0,8,0
317,1,HG,HG-B,6,1,,,,19.05.09,27.05.09,,,,43,38,0.7122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,1,LG,LG-B,6,0,0,,Uninfected,19.05.09,27.05.09,14.08.09,87,M,39,35,0.5101,47,42,0.8468,0.8468,2.5,2.1,17.8,2.7,0,1,0,0,0,0,69,2,0,1,3,0,2,0,52,0,0,0,0,0,4,0
319,1,LG,LG-A,4,1,0,,,20.05.09,27.05.09,12.08.09,84,,42,38,0.6063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1,HG,HG-A,4,0,1,329.4,Infected HG,20.05.09,27.05.09,12.08.09,84,M,40,36,0.5024,51,46,1.4718,1.1424,5.7,3.3,46.1,2.1,1,3,0,0,14,0,21,1,0,3,7,0,0,0,1,0,1,0,0,0,7,0
321,1,LG,LG-A,5,1,,,,20.05.09,27.05.09,,,,38,33,0.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,1,HG,HG-A,5,1,,,,20.05.09,27.05.09,,,,42,37,0.6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1,LG,LG-A,6,0,1,199.1,Infected LG,20.05.09,27.05.09,14.08.09,86,F,48,43,0.9816,57,51,1.6589,1.4598,4.7,2.7,23.4,22.3,0,0,0,0,0,0,95,12,0,6,6,0,1,0,37,0,1,0,0,0,6,0
324,1,HG,HG-A,6,0,1,364.1,Infected HG,20.05.09,27.05.09,14.08.09,86,F,50,45,1.0428,57,51,1.761,1.3969,6.1,3.6,26.7,31.2,0,1,0,0,0,0,96,19,3,26,4,0,2,0,10,0,1,0,0,0,9,0
Unassigned,,,,1,0,0,,,,,10.08.09,,F,,,,55,48,1.2859,1.2859,1.7,2.5,41.9,32.9,0,3,1,0,0,0,62,1,0,3,3,0,0,0,1,0,0,1,0,0,0,0
Unassigned,,,,3,0,0,,,,,11.08.09,,M,,,,52,46,1.0157,1.0157,1.8,2.7,18.3,9.4,0,1,0,0,0,0,57,16,2,2,0,0,0,0,8,0,3,0,0,0,5,0
Unassigned,,,,3,1,0,,,,,11.08.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unassigned,,,,4,0,0,,,,,12.08.09,,F,,,,48,43,0.8748,0.8748,3.7,2.6,24.3,48.9,0,2,0,0,10,0,55,7,0,0,2,0,1,1,6,0,0,0,0,0,3,0
Unassigned,,,,4,0,0,,,,,12.08.09,,M,,,,48,42,0.9815,0.9815,2.8,2.6,23.6,9.3,0,1,1,0,4,0,38,12,0,2,6,0,0,0,1,0,3,0,2,0,18,0
Unassigned,,,,5,0,1,250.5,,,,13.08.09,,M,,,,50,45,1.2616,1.0111,4.4,2.7,24.5,25,1,1,0,0,0,0,46,9,1,1,3,0,1,0,0,0,1,0,0,0,8,0
Unassigned,,,,6,0,0,,,,,14.08.09,,M,,,,49,43,0.9577,0.9577,3,2.2,15.8,7.2,0,1,0,0,0,0,47,30,1,10,2,0,1,0,19,0,0,0,0,0,1,0
Unassigned,,,,6,1,0,,,,,14.08.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
